No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
14182,90092,46365,43727,17013,23061,137,48336,28702,19634,32298,21656,10642,8505,572
14182,90092,46365,43727,17013,23061,137,48336,28702,19634,32298,21656,10642,8505,572
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,8843,4591,4252,1622,2595,16,4766,2859,1907,3605,2348,1257,1050,91
168,1073,534,539,236,239,1,611,337,274,361,242,119,93,7
117,799,384,415,140,58,0,478,257,221,272,156,116,10,10
224,1462,769,693,265,574,0,861,511,350,450,355,95,76,14
505,3192,1704,1488,574,1158,2,1810,1075,735,1267,774,493,568,42
232,1545,784,761,215,6,0,1061,616,445,311,231,80,12,6
425,2810,1444,1366,540,1001,2,1534,901,633,957,672,285,229,19
1605,10315,5263,5052,2071,2037,10,5202,3113,2089,3681,2496,1185,983,62
36,205,108,97,47,205,0,68,49,19,56,47,9,43,0
323,1943,1024,919,333,211,3,992,603,389,860,503,357,177,22
224,1323,656,667,234,847,0,603,376,227,697,350,347,0,0
306,1627,835,792,234,177,0,898,545,353,434,381,53,124,10
358,2334,1179,1155,572,1250,4,855,542,313,669,540,129,92,3
84,466,236,230,80,218,0,306,176,130,95,88,7,4,1
500,3129,1598,1531,557,558,9,1960,1098,862,943,690,253,20,3
149,871,455,416,130,306,1,591,343,248,348,209,139,10,0
348,2008,1017,991,379,771,1,1079,617,462,829,502,327,138,17
47,284,143,141,67,273,7,137,80,57,123,67,56,8,0
252,1659,852,807,342,266,1,770,494,276,461,352,109,177,8
59,371,188,183,89,0,0,130,95,35,128,79,49,14,0
128,1093,556,537,250,342,0,428,256,172,324,266,58,21,7
266,1541,808,733,327,496,0,598,367,231,705,384,321,460,10
312,1937,1016,921,323,172,0,1095,647,448,620,446,174,357,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1009,506,503,222,481,0,344,206,138,453,257,196,295,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1125,592,533,218,618,45,669,416,253,370,256,114,21,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2303,1232,1071,386,182,0,1308,820,488,719,535,184,330,12
153,1008,529,479,154,5,0,735,421,314,270,237,33,5,10
492,3037,1486,1551,639,755,13,1469,857,612,1502,840,662,172,4
184,1212,639,573,200,181,5,777,451,326,307,290,17,65,0
321,1841,949,892,397,1267,0,776,472,304,673,429,244,240,1
29,194,95,99,47,190,1,88,57,31,59,34,25,20,0
335,2166,1109,1057,345,293,0,1191,723,468,633,539,94,266,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1478,787,691,170,210,1,929,563,366,755,439,316,293,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,3597,1858,1739,781,1095,4,1702,1031,671,1517,837,680,151,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,625,323,302,160,0,0,337,200,137,164,140,24,13,23
234,1443,732,711,247,252,0,880,488,392,308,287,21,60,16
98,668,348,320,130,147,0,505,273,232,457,247,210,116,29
90,697,365,332,104,128,0,451,269,182,219,163,56,2,2
174,1168,591,577,205,162,2,768,423,345,228,191,37,12,6
795,4904,2528,2376,970,991,7,2706,1595,1111,1843,1188,655,161,33
267,1647,865,782,356,772,1,746,472,274,510,385,125,4,1
1129,7264,3757,3507,1284,1183,0,4241,2496,1745,2361,1735,626,1303,31
327,1876,930,946,371,389,1,881,512,369,754,449,305,310,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10944,67481,35189,32292,11851,14655,57,38970,22651,16319,25009,16710,8299,7727,959
10944,67481,35189,32292,11851,14655,57,38970,22651,16319,25009,16710,8299,7727,959
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,697,328,369,179,147,0,347,190,157,194,135,59,130,0
170,940,475,465,158,330,1,518,299,219,247,231,16,12,5
1625,9302,4928,4374,1321,2329,3,5853,3326,2527,4165,2336,1829,1143,122
575,3768,1985,1783,661,839,1,2232,1294,938,1629,966,663,666,264
94,529,276,253,91,204,0,394,214,180,228,128,100,1,2
115,773,417,356,145,235,6,399,229,170,186,167,19,9,0
224,1461,763,698,193,424,0,994,564,430,414,387,27,64,16
680,3966,2049,1917,705,513,0,2363,1367,996,1127,880,247,329,78
294,1982,1064,918,368,583,3,1096,653,443,475,450,25,195,3
1003,6193,3196,2997,1034,1133,6,3631,2058,1573,2257,1583,674,937,73
247,1497,755,742,278,396,0,1056,520,536,370,319,51,147,3
123,876,455,421,162,300,1,605,337,268,222,156,66,4,0
140,1136,578,558,269,401,2,524,301,223,514,280,234,302,1
224,1541,763,778,307,635,2,984,568,416,450,349,101,48,13
58,471,252,219,98,108,0,246,152,94,105,103,2,0,2
375,2323,1229,1094,380,357,3,1205,757,448,1096,614,482,276,222
114,658,371,287,135,376,5,244,171,73,337,175,162,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,352,200,152,98,351,1,124,78,46,155,79,76,88,0
204,1569,803,766,335,297,2,908,536,372,663,365,298,102,24
904,5844,2991,2853,1091,856,4,3182,1826,1356,2413,1523,890,968,48
376,2269,1195,1074,408,648,0,1306,786,520,684,560,124,305,0
592,3699,1872,1827,616,500,1,2265,1263,1002,1280,964,316,89,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,8305,4420,3885,1555,1596,16,4140,2597,1543,3292,2124,1168,851,53
199,996,507,489,179,220,0,514,315,199,432,225,207,261,7
46,246,123,123,41,124,0,129,82,47,76,58,18,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,6088,3194,2894,1044,753,0,3711,2168,1543,1998,1553,445,786,19
21590,136084,70367,65717,27026,28269,107,66443,40081,26362,47494,32097,15397,14362,1151
21590,136084,70367,65717,27026,28269,107,66443,40081,26362,47494,32097,15397,14362,1151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,6707,3527,3180,1084,1155,0,4212,2445,1767,2471,1628,843,388,95
138,945,497,448,188,77,0,555,300,255,482,277,205,76,20
386,2310,1182,1128,459,621,6,1190,696,494,1085,602,483,496,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,40,22,18,7,0,0,11,9,2,19,9,10,4,1
167,1193,612,581,276,283,0,431,265,166,441,260,181,205,3
18,104,60,44,20,0,0,20,17,3,55,31,24,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1236,642,594,167,117,0,846,479,367,321,276,45,56,4
132,787,402,385,208,49,1,188,126,62,346,195,151,337,2
1197,7431,3891,3540,1298,1278,4,3966,2432,1534,2478,1804,674,643,15
218,1275,702,573,197,341,2,803,455,348,681,376,305,243,65
408,2212,1128,1084,444,328,1,1020,657,363,931,512,419,328,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,283,149,134,73,0,0,113,72,41,155,86,69,5,0
326,2004,1047,957,503,1755,4,790,510,280,737,439,298,271,3
201,1602,845,757,385,318,0,655,461,194,468,376,92,174,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1473,771,702,274,142,0,489,347,142,564,315,249,253,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,3827,1917,1910,749,700,1,1838,1033,805,1301,828,473,265,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,467,250,217,91,324,0,196,126,70,216,133,83,0,0
357,2382,1235,1147,413,423,0,1148,709,439,1118,713,405,430,10
408,2495,1301,1194,438,828,0,1254,765,489,652,557,95,114,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,2092,1096,996,344,571,0,1200,729,471,625,470,155,33,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,528,258,270,92,161,0,319,174,145,245,111,134,3,1
213,1291,664,627,268,644,1,455,291,164,525,305,220,86,7
724,4292,2215,2077,768,656,0,1718,1063,655,2161,1193,968,303,129
177,954,477,477,225,308,0,366,238,128,397,203,194,221,0
127,955,482,473,184,242,0,414,266,148,314,242,72,88,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2099,1114,985,463,416,2,861,547,314,925,547,378,140,0
154,1069,575,494,273,28,0,286,200,86,271,236,35,90,1
231,1538,801,737,346,132,0,660,483,177,446,362,84,309,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1183,606,577,230,688,0,450,288,162,583,301,282,10,13
969,6206,3183,3023,1459,1226,4,2287,1492,795,2085,1359,726,741,74
269,1929,982,947,446,667,3,747,470,277,603,455,148,189,8
207,1201,609,592,268,604,2,560,328,232,398,276,122,203,10
309,1737,881,856,401,730,7,1035,568,467,615,401,214,242,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,3349,1735,1614,582,239,0,2179,1227,952,1004,789,215,134,25
143,903,468,435,135,54,0,643,361,282,239,208,31,22,14
105,607,276,331,122,41,0,292,156,136,175,93,82,100,0
181,1126,583,543,195,123,0,693,377,316,400,277,123,95,4
290,1699,805,894,304,303,1,852,483,369,591,360,231,168,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1434,732,702,353,81,0,508,324,184,408,295,113,13,0
168,1001,518,483,220,484,0,436,272,164,246,234,12,23,1
351,2638,1338,1300,615,954,7,990,598,392,666,555,111,13,3
966,5582,2834,2748,965,1113,8,3389,1960,1429,1629,1210,419,423,10
418,3135,1620,1515,532,233,0,2053,1152,901,1172,819,353,332,6
324,2380,1231,1149,419,227,0,1265,728,537,661,493,168,279,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,188,97,91,25,0,0,93,50,43,68,62,6,33,0
212,1374,709,665,381,432,0,513,348,165,528,321,207,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,583,300,283,149,0,0,186,139,47,240,123,117,2,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2183,1172,1011,542,466,5,875,527,348,604,486,118,389,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2282,1235,1047,527,386,11,640,481,159,952,586,366,704,2
286,2066,1094,972,338,70,0,1166,720,446,596,499,97,214,6
128,897,455,442,191,51,1,312,199,113,365,236,129,292,1
227,1664,846,818,393,30,0,580,380,200,361,352,9,97,2
821,5565,2906,2659,1258,1263,3,1749,1108,641,1766,1308,458,752,89
281,1608,787,821,271,554,5,859,494,365,446,332,114,83,0
188,1485,802,683,321,132,1,742,472,270,403,287,116,223,0
572,3744,1937,1807,724,889,10,1966,1153,813,1327,897,430,324,8
274,1701,900,801,361,450,2,852,510,342,511,391,120,221,1
114,529,269,260,102,0,0,340,201,139,83,80,3,0,0
346,1953,1019,934,327,261,0,1185,691,494,665,492,173,121,4
172,946,468,478,167,0,0,663,352,311,232,206,26,32,3
119,750,384,366,187,398,7,343,188,155,204,151,53,75,6
311,1837,919,918,346,257,1,956,599,357,621,427,194,109,1
104,621,324,297,101,207,0,334,217,117,324,173,151,189,0
146,990,529,461,179,439,0,485,275,210,425,264,161,67,1
174,1050,559,491,180,15,0,784,446,338,553,274,279,298,234
203,1146,520,626,258,157,0,445,243,202,242,201,41,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,6215,3253,2962,1098,924,3,3616,2128,1488,2304,1493,811,750,15
198,1204,611,593,276,451,1,635,373,262,597,335,262,225,15
498,3802,2009,1793,841,773,3,1741,1108,633,1172,910,262,452,3
7323,48346,25068,23278,10544,8950,30,22909,14285,8624,17777,11175,6602,9143,154
7323,48346,25068,23278,10544,8950,30,22909,14285,8624,17777,11175,6602,9143,154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2496,1322,1174,541,355,0,1141,786,355,850,602,248,599,0
64,303,160,143,55,300,0,127,82,45,157,76,81,78,0
97,813,427,386,188,464,0,272,187,85,283,185,98,156,0
281,1999,1060,939,488,949,26,991,630,361,818,481,337,412,2
241,1553,833,720,373,97,0,785,462,323,581,347,234,275,5
253,1630,870,760,325,358,0,853,528,325,416,367,49,166,1
44,292,153,139,82,54,0,132,80,52,135,72,63,133,0
1453,9949,5169,4780,2328,1666,0,4647,2886,1761,4131,2404,1727,2027,6
907,5477,2755,2722,1153,399,1,2246,1353,893,1647,1237,410,864,23
787,4778,2376,2402,1009,922,1,2299,1366,933,1548,987,561,651,3
127,865,444,421,197,328,0,354,218,136,390,199,191,47,98
209,1235,649,586,279,386,0,629,398,231,426,292,134,260,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1867,964,903,415,808,0,956,602,354,831,434,397,761,2
185,1394,713,681,332,332,0,631,413,218,587,347,240,118,2
285,2102,1081,1021,455,547,0,809,544,265,936,499,437,900,0
232,1813,969,844,407,164,0,763,514,249,637,416,221,486,0
229,1754,919,835,392,146,1,751,519,232,774,400,374,319,0
1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
684,4406,2322,2084,806,84,0,2516,1497,1019,1345,992,353,407,4
175,1168,599,569,242,270,0,629,384,245,327,247,80,168,1
48,294,145,149,88,27,0,67,44,23,126,67,59,57,0
142,815,438,377,148,201,1,508,302,206,336,208,128,127,1
221,1342,699,643,241,92,0,803,490,313,495,315,180,132,0
11847,73267,37362,35905,14777,14692,121,35810,21350,14460,27424,17297,10127,8395,735
11847,73267,37362,35905,14777,14692,121,35810,21350,14460,27424,17297,10127,8395,735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1894,954,940,377,286,0,970,536,434,722,437,285,185,47
185,1122,540,582,190,467,1,616,347,269,382,236,146,155,6
349,2405,1285,1120,421,394,0,1375,833,542,695,533,162,203,9
390,2466,1263,1203,529,541,3,1132,691,441,978,544,434,175,62
353,2159,1077,1082,484,354,2,1094,629,465,879,530,349,203,109
149,846,421,425,166,95,1,438,274,164,333,198,135,281,2
278,1764,854,910,450,237,3,763,451,312,609,386,223,313,4
196,1083,573,510,213,281,1,633,355,278,413,295,118,196,0
117,644,333,311,119,24,0,299,204,95,303,156,147,293,3
266,1700,868,832,339,209,1,925,554,371,790,483,307,93,10
465,3275,1713,1562,704,1116,1,1427,900,527,1513,845,668,746,26
77,439,228,211,96,405,19,185,97,88,121,107,14,62,7
469,2804,1416,1388,577,224,1,1534,933,601,1235,693,542,286,12
454,2440,1162,1278,483,565,7,1333,655,678,788,532,256,144,14
379,2423,1219,1204,534,686,10,1004,651,353,938,591,347,355,27
306,1830,955,875,393,565,0,927,579,348,891,446,445,70,5
212,1277,653,624,268,187,0,794,469,325,497,284,213,267,0
522,2990,1580,1410,696,606,1,1178,751,427,1401,734,667,252,20
109,600,291,309,119,261,12,294,151,143,248,135,113,132,3
56,358,180,178,78,78,0,161,111,50,133,73,60,30,0
66,459,240,219,73,75,2,264,161,103,293,152,141,0,15
518,3027,1529,1498,664,1002,1,1204,727,477,1000,737,263,287,20
326,2050,1084,966,461,0,0,724,455,269,563,525,38,235,0
220,1367,729,638,369,204,4,450,330,120,320,286,34,30,4
276,1521,772,749,258,216,1,901,526,375,860,469,391,248,36
231,1243,629,614,260,234,0,708,405,303,289,170,119,115,16
230,1275,619,656,227,436,0,770,433,337,293,246,47,73,9
116,776,416,360,136,0,0,387,246,141,200,188,12,69,1
775,5128,2525,2603,994,1054,6,2455,1432,1023,2145,1230,915,952,12
102,662,331,331,120,0,0,418,206,212,178,117,61,22,8
75,531,261,270,103,103,1,252,155,97,122,108,14,56,3
516,3275,1652,1623,582,195,11,1293,772,521,1533,854,679,429,96
421,2826,1474,1352,514,516,5,1134,724,410,958,710,248,286,7
292,1488,683,805,308,154,1,871,454,417,484,263,221,208,4
115,717,358,359,137,62,0,334,214,120,304,160,144,39,5
76,566,323,243,107,316,0,314,218,96,124,119,5,79,2
372,2412,1252,1160,460,355,2,923,564,359,1089,541,548,199,2
1357,8608,4486,4122,1546,2108,24,5029,2946,2083,2588,1990,598,590,129
138,817,434,383,222,81,0,297,211,86,212,194,18,37,0
17019,112070,58009,54061,21839,23616,55,52027,32055,19972,43300,27317,15983,13229,776
17019,112070,58009,54061,21839,23616,55,52027,32055,19972,43300,27317,15983,13229,776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1670,837,833,304,449,0,796,457,339,771,475,296,68,5
102,614,356,258,139,103,0,300,205,95,238,160,78,52,30
107,809,427,382,160,98,0,381,228,153,238,185,53,16,6
48,295,158,137,54,163,0,83,58,25,135,67,68,7,0
683,4176,2160,2016,907,797,2,2098,1282,816,1736,953,783,848,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,577,309,268,110,145,0,283,183,100,186,153,33,124,0
257,1377,736,641,299,148,0,682,412,270,373,314,59,61,0
129,765,425,340,162,465,1,326,231,95,229,212,17,2,2
91,482,250,232,129,380,3,38,25,13,271,143,128,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,798,410,388,183,246,2,360,208,152,382,192,190,3,0
178,1051,544,507,250,0,0,559,330,229,466,282,184,87,0
99,592,314,278,131,173,0,363,213,150,119,102,17,1,5
1034,6313,3313,3000,1127,1489,7,3377,2033,1344,2031,1478,553,294,34
189,1437,742,695,249,321,0,686,428,258,463,377,86,136,1
283,1852,962,890,399,347,1,897,574,323,601,389,212,135,2
135,685,354,331,163,83,0,293,208,85,355,180,175,220,8
45,264,141,123,61,0,0,114,74,40,86,60,26,0,0
174,1337,629,708,297,446,0,658,372,286,363,283,80,170,5
124,935,476,459,201,74,0,327,229,98,262,209,53,77,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1753,888,865,397,210,0,690,465,225,501,412,89,77,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,311,165,146,59,147,0,128,76,52,158,84,74,31,19
152,1102,554,548,288,126,0,413,265,148,367,261,106,50,3
101,675,315,360,131,87,0,286,170,116,206,128,78,133,0
135,1058,528,530,204,105,0,493,325,168,459,258,201,82,5
275,2003,1055,948,339,275,0,627,415,212,922,497,425,5,3
243,1755,902,853,329,389,0,856,523,333,762,439,323,361,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4806,2550,2256,838,916,1,2300,1481,819,2379,1305,1074,982,4
241,1546,772,774,305,451,0,775,455,320,543,415,128,12,19
15,99,52,47,18,0,0,49,30,19,20,18,2,0,3
1059,6448,3405,3043,1214,938,3,2926,1915,1011,2624,1583,1041,230,12
447,3183,1673,1510,638,476,0,1657,960,697,893,772,121,102,19
513,3195,1663,1532,682,1274,5,1547,945,602,1102,795,307,287,23
361,2293,1194,1099,438,208,0,1240,782,458,835,541,294,308,17
95,607,300,307,126,449,1,193,122,71,309,168,141,91,3
52,350,176,174,88,150,1,120,78,42,159,84,75,78,0
173,987,511,476,216,370,5,394,256,138,400,238,162,237,1
142,1083,571,512,213,476,0,468,268,200,480,275,205,136,7
390,2501,1311,1190,503,464,1,1148,733,415,1327,696,631,473,28
472,3497,1820,1677,634,1085,0,1503,899,604,1965,1076,889,708,8
70,528,274,254,109,234,0,154,110,44,425,229,196,125,5
730,4631,2443,2188,934,1159,4,2011,1284,727,1851,1169,682,396,21
173,1061,550,511,214,303,0,517,311,206,348,238,110,96,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1228,633,595,208,284,0,474,321,153,316,255,61,56,5
676,4025,2035,1990,672,458,0,2303,1332,971,1674,910,764,460,15
315,2153,1121,1032,499,478,1,581,384,197,823,609,214,555,7
331,2250,1189,1061,414,731,2,1132,680,452,918,599,319,398,14
179,1245,644,601,168,366,0,721,390,331,667,350,317,627,2
45,245,126,119,42,118,0,124,77,47,122,59,63,27,1
574,3755,1938,1817,713,540,1,1827,1094,733,1371,912,459,454,7
208,1432,775,657,245,223,0,770,478,292,607,354,253,371,53
386,2701,1415,1286,519,746,2,850,613,237,887,542,345,698,4
109,639,306,333,105,235,0,278,170,108,349,172,177,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,407,190,217,77,19,0,131,78,53,76,27,49,14,0
970,6847,3528,3319,1250,1016,11,3547,2103,1444,1949,1455,494,400,60
163,1003,464,539,188,85,0,549,315,234,395,183,212,314,7
184,1130,540,590,270,234,0,493,275,218,536,245,291,343,2
353,2461,1296,1165,412,392,0,1277,790,487,922,568,354,231,3
110,936,486,450,193,110,0,359,237,122,330,240,90,257,3
195,1310,661,649,276,500,0,489,305,184,590,297,293,151,17
999,6762,3426,3336,1340,822,1,3006,1795,1211,2419,1637,782,550,180
4,40,21,19,6,40,0,0,0,0,9,8,1,0,0
