No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
632,3341,1775,1566,479,361,0,1872,1203,669,883,772,111,255,31
408,1972,1060,912,274,492,0,1215,748,467,762,528,234,53,1
810,3918,2035,1883,732,128,1,1719,1108,611,1510,956,554,663,6
1294,6372,3337,3035,946,1140,0,3628,2269,1359,1910,1572,338,718,18
208,954,492,462,174,0,0,527,325,202,366,252,114,200,0
150,681,361,320,80,110,0,453,273,180,213,180,33,40,0
238,1249,652,597,226,98,0,699,443,256,808,454,354,86,1
865,4671,2398,2273,867,806,1,2364,1473,891,2044,1209,835,639,22
267,1673,882,791,268,6,0,811,514,297,455,298,157,43,0
987,5169,2686,2483,1051,514,0,2422,1517,905,1769,1302,467,655,18
646,3270,1722,1548,567,769,0,1583,1013,570,1316,804,512,636,21
75,354,194,160,75,0,0,216,138,78,153,75,78,26,0
121,575,305,270,100,16,0,306,206,100,280,139,141,121,12
1141,5829,3001,2828,1247,546,0,3036,1922,1114,2545,1379,1166,679,33
903,4320,2259,2061,769,1224,0,2264,1364,900,1821,1084,737,367,3
2166,10899,5727,5172,1661,2043,1,6060,3731,2329,4361,2967,1394,2222,13
503,2495,1303,1192,254,247,0,1620,999,621,665,583,82,194,7
1164,5979,3090,2889,1126,1053,3,2667,1762,905,2370,1539,831,951,8
247,1267,648,619,251,576,0,567,379,188,472,334,138,239,10
431,2418,1274,1144,497,1008,0,1057,700,357,975,579,396,211,2
395,1944,1022,922,356,182,0,906,605,301,740,460,280,167,3
567,2842,1508,1334,380,251,9,1748,1048,700,1084,702,382,175,15
743,3156,1657,1499,494,313,1,1524,968,556,1475,807,668,417,23
310,1445,767,678,247,188,0,875,528,347,381,346,35,25,0
938,4309,2162,2147,858,270,0,1761,1016,745,1424,952,472,490,109
2663,12630,6680,5950,1875,1428,13,7894,4738,3156,5468,3280,2188,1072,113
356,1463,784,679,200,275,0,907,565,342,682,375,307,207,0
735,3776,1998,1778,592,488,0,2177,1330,847,1369,971,398,119,39
2379,11298,5991,5307,1894,838,1,6061,3751,2310,4848,3016,1832,1231,30
423,2047,1045,1002,373,608,6,1097,669,428,903,543,360,257,22
78,426,223,203,80,0,0,157,111,46,150,94,56,3,3
240,1031,540,491,162,149,0,655,393,262,366,265,101,88,0
1121,5207,2721,2486,827,784,5,2781,1660,1121,1989,1275,714,540,122
576,2686,1452,1234,393,426,2,1388,888,500,1233,729,504,265,2
163,760,389,371,142,570,1,337,190,147,353,187,166,31,0
4739,23959,12459,11500,4133,1924,3,11790,7323,4467,8942,5928,3014,2426,51
274,1412,736,676,265,77,0,706,459,247,750,387,363,85,0
446,2746,1455,1291,461,376,0,1583,1015,568,1054,588,466,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1505,768,737,301,397,0,639,406,233,587,361,226,317,1
1280,6262,3200,3062,1043,1017,2,3596,2180,1416,2039,1536,503,688,4
2125,11553,5838,5715,2599,462,10,4494,2867,1627,4617,2629,1988,1646,19
1596,8187,4258,3929,1358,1464,0,4578,2745,1833,3500,2018,1482,992,170
553,3217,1659,1558,650,705,0,1377,862,515,1187,710,477,288,0
36807,174930,90255,84675,29948,25261,204,87212,53299,33913,63952,43315,20637,22031,1026
36807,174930,90255,84675,29948,25261,204,87212,53299,33913,63952,43315,20637,22031,1026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,5694,2899,2795,820,826,5,3207,1909,1298,2046,1297,749,398,52
1671,7060,3572,3488,1117,952,1,3417,2098,1319,2202,1626,576,826,17
1189,5285,2757,2528,893,443,2,2639,1691,948,1784,1246,538,469,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,9691,4999,4692,1669,1463,2,5043,3041,2002,3266,2357,909,512,139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,3095,1582,1513,436,333,0,1665,961,704,1722,917,805,375,15
745,3075,1575,1500,540,71,0,1479,882,597,894,716,178,272,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,527,279,248,89,168,0,230,152,78,202,143,59,0,0
77,359,180,179,62,329,0,125,74,51,92,81,11,79,0
766,3674,1883,1791,558,317,0,2089,1235,854,1104,893,211,449,127
388,2188,1124,1064,343,329,0,1049,654,395,562,498,64,138,6
3462,15696,8199,7497,2571,2506,4,8213,5106,3107,5182,3990,1192,1984,270
1724,8938,4601,4337,1515,1306,1,4402,2666,1736,3082,2258,824,1300,45
121,637,313,324,140,0,0,235,132,103,270,166,104,0,28
702,3341,1773,1568,543,262,6,1662,1008,654,1283,907,376,441,17
370,1781,947,834,258,201,0,955,588,367,907,550,357,524,1
420,2270,1153,1117,422,420,2,994,650,344,713,535,178,212,0
221,1160,597,563,201,339,0,586,362,224,327,283,44,159,7
255,1405,739,666,280,293,0,910,542,368,505,335,170,127,6
596,3073,1590,1483,482,550,0,1321,765,556,1412,772,640,655,9
394,1828,902,926,321,469,1,872,533,339,455,421,34,158,3
457,2583,1329,1254,408,183,0,1424,900,524,610,583,27,411,9
326,1451,760,691,270,51,0,690,452,238,937,482,455,478,16
495,2091,1093,998,374,180,0,931,602,329,828,553,275,40,3
142,695,363,332,127,321,0,343,194,149,291,170,121,6,0
471,2199,1138,1061,436,686,4,1014,646,368,803,509,294,170,7
359,1694,886,808,240,425,21,762,494,268,803,460,343,186,6
402,1699,875,824,287,645,7,1031,615,416,775,486,289,2,2
3,12,6,6,2,0,0,8,5,3,7,3,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,3808,1962,1846,589,148,0,2236,1284,952,1090,910,180,427,21
412,1702,861,841,323,592,1,616,378,238,495,429,66,283,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1139,603,536,206,340,2,592,348,244,336,315,21,88,0
456,2371,1263,1108,383,446,0,1395,891,504,666,566,100,399,1
53,304,151,153,51,0,0,193,106,87,132,67,65,63,0
400,2021,1044,977,393,59,0,1104,647,457,826,490,336,400,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1969,1024,945,302,259,0,898,560,338,952,493,459,456,14
529,2355,1189,1166,421,434,0,1297,789,508,1024,536,488,492,0
196,1146,571,575,218,300,1,634,381,253,358,277,81,164,0
121,663,342,321,112,0,0,426,253,173,160,147,13,21,2
130,627,316,311,134,390,0,324,170,154,180,145,35,9,0
26,98,52,46,12,0,0,62,37,25,31,28,3,4,0
1250,6295,3208,3087,1145,1276,3,3002,1840,1162,2329,1458,871,769,15
405,2054,1074,980,320,19,0,1332,805,527,564,488,76,93,6
1084,5163,2672,2491,787,1212,7,2726,1556,1170,1754,1255,499,661,10
353,1973,1008,965,436,336,0,868,545,323,815,488,327,7,1
1164,5792,2967,2825,961,947,9,2693,1672,1021,2594,1489,1105,248,1
1140,5090,2713,2377,920,359,4,2244,1466,778,2204,1289,915,926,4
2244,11147,5709,5438,2138,1151,8,4534,2662,1872,3722,2637,1085,1638,43
407,2015,1046,969,392,5,0,844,521,323,662,447,215,72,3
214,854,433,421,159,164,0,516,285,231,482,250,232,7,0
447,2137,1120,1017,339,279,0,1119,694,425,672,537,135,67,3
299,1390,749,641,238,42,0,738,452,286,480,340,140,144,0
454,2198,1149,1049,408,370,0,1072,662,410,634,539,95,317,3
220,1086,553,533,296,117,0,322,243,79,498,251,247,239,3
340,1790,899,891,398,141,0,792,534,258,868,445,423,210,14
613,3211,1660,1551,490,617,0,1733,1113,620,1702,887,815,667,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,4271,2182,2089,841,376,0,1971,1265,706,1964,1091,873,1157,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,790,407,383,161,177,1,322,217,105,240,174,66,140,0
1341,6270,3214,3056,971,637,112,3311,1966,1345,2454,1610,844,1492,14
33484,174831,89555,85276,31857,16323,45,83012,53254,29758,75910,43333,32577,25810,930
33484,174831,89555,85276,31857,16323,45,83012,53254,29758,75910,43333,32577,25810,930
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2724,1386,1338,561,248,0,1392,875,517,1295,673,622,160,27
883,4145,2135,2010,754,304,0,2105,1361,744,1878,1034,844,256,9
818,4227,2197,2030,723,430,0,2216,1454,762,1707,945,762,282,4
3244,16704,8704,8000,2964,716,0,8038,5380,2658,6072,3913,2159,1643,84
543,3375,1687,1688,645,48,0,1572,1024,548,1705,860,845,491,2
3165,17882,9079,8803,3262,1157,11,8823,5603,3220,8252,4446,3806,3285,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2541,1328,1213,327,401,8,1380,834,546,919,672,247,307,27
109,600,313,287,86,5,0,430,253,177,191,150,41,136,0
541,2899,1492,1407,587,457,0,1297,861,436,1663,852,811,566,9
270,1391,723,668,257,89,0,783,485,298,674,353,321,19,29
299,1849,924,925,317,213,0,939,604,335,914,452,462,116,18
286,1334,653,681,153,58,0,776,495,281,575,294,281,21,0
282,1372,711,661,244,603,7,723,465,258,512,330,182,22,0
308,1277,637,640,208,0,0,704,490,214,483,267,216,35,4
262,1459,750,709,283,330,0,475,296,179,779,403,376,294,7
237,1262,593,669,290,134,0,512,283,229,364,232,132,145,0
992,5081,2482,2599,876,719,0,2598,1495,1103,1714,991,723,172,7
870,3572,1704,1868,613,1338,5,1866,1116,750,851,682,169,211,4
1640,9655,5000,4655,1705,715,0,4779,3066,1713,3945,2438,1507,772,17
49,261,140,121,30,0,0,185,116,69,170,93,77,0,0
281,1259,649,610,204,64,0,679,418,261,868,439,429,0,1
360,1896,968,928,217,200,0,1141,714,427,1310,666,644,511,2
363,1966,1008,958,351,209,0,927,622,305,780,467,313,214,10
539,2826,1461,1365,524,94,0,1126,815,311,1443,719,724,1257,9
418,2219,1135,1084,418,123,0,1016,666,350,1013,539,474,252,36
1180,6728,3364,3364,1375,203,0,2425,1627,798,3025,1532,1493,925,53
1654,8724,4552,4172,1580,880,2,3583,2493,1090,4086,2209,1877,1537,302
251,1355,718,637,182,6,0,562,383,179,551,279,272,0,0
273,1636,855,781,278,32,0,892,570,322,1126,587,539,537,1
602,3168,1630,1538,627,751,0,1305,855,450,1154,792,362,260,5
991,5169,2638,2531,914,343,0,2470,1594,876,2536,1284,1252,691,9
640,3333,1709,1624,713,199,2,1297,884,413,1634,894,740,884,7
530,3146,1610,1536,679,46,0,1125,701,424,1373,692,681,772,4
520,2769,1437,1332,544,133,0,1208,806,402,1247,673,574,704,32
1277,6560,3420,3140,1405,91,0,2660,1702,958,2948,1657,1291,1919,41
449,2438,1299,1139,459,174,0,1137,742,395,1425,763,662,992,1
610,3012,1530,1482,547,23,0,1374,891,483,1182,735,447,616,47
122,508,273,235,91,171,0,301,195,106,158,126,32,106,2
767,3499,1854,1645,479,0,0,2606,1499,1107,1360,940,420,205,0
1513,8394,4254,4140,1638,1011,3,3913,2461,1452,4369,2368,2001,2053,26
1158,5849,3021,2828,1222,1405,0,2423,1593,830,2458,1353,1105,335,21
502,2185,1104,1081,417,569,0,927,613,314,676,469,207,17,0
932,3923,1986,1937,647,828,3,2159,1300,859,1161,899,262,448,1
266,1304,665,639,239,224,1,633,385,248,347,307,40,162,0
387,1619,842,777,265,220,1,674,411,263,427,400,27,37,0
321,1984,1024,960,451,323,2,869,530,339,958,486,472,629,3
422,2063,1061,1002,232,36,0,1074,652,422,940,557,383,431,5
321,1689,850,839,274,0,0,913,576,337,692,421,271,383,9
36887,167841,86959,80882,29192,25926,138,86441,53530,32911,64814,41631,23183,23023,965
36887,167841,86959,80882,29192,25926,138,86441,53530,32911,64814,41631,23183,23023,965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,913,484,429,125,317,0,601,342,259,421,253,168,179,5
418,1863,882,981,291,212,0,992,588,404,829,395,434,328,3
51,232,117,115,44,230,0,103,62,41,116,61,55,69,0
116,451,244,207,75,134,0,306,174,132,232,122,110,79,2
397,1647,790,857,336,619,0,884,519,365,729,353,376,166,6
445,1858,950,908,427,285,0,693,496,197,498,420,78,336,8
237,1265,644,621,249,12,0,603,376,227,495,301,194,299,2
183,866,453,413,144,438,0,411,260,151,308,205,103,58,4
104,439,229,210,63,237,0,145,97,48,100,99,1,32,0
142,685,375,310,148,0,0,313,200,113,190,158,32,94,1
913,3986,1973,2013,605,685,0,2340,1356,984,1337,867,470,291,30
833,4139,2165,1974,895,393,0,1806,1180,626,1120,920,200,520,46
254,1005,522,483,148,0,0,642,404,238,403,293,110,107,4
1942,8930,4585,4345,1462,2007,10,4354,2758,1596,4105,2363,1742,2285,54
1116,4637,2270,2367,900,756,12,2565,1496,1069,1113,933,180,539,5
247,1166,600,566,222,33,0,619,387,232,470,244,226,77,5
168,787,415,372,120,0,0,455,308,147,445,231,214,89,129
1502,6984,3593,3391,1267,681,0,3760,2317,1443,2628,1666,962,820,43
1040,4697,2406,2291,959,482,0,2152,1337,815,1926,1125,801,766,40
2379,10636,5481,5155,1895,951,5,5399,3324,2075,4811,2906,1905,1602,59
325,1355,696,659,210,189,0,800,483,317,677,360,317,28,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,21564,11104,10460,3751,3156,5,10765,6616,4149,8476,5403,3073,2559,126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,19306,10284,9022,2996,1995,13,11235,6869,4366,6220,4582,1638,1373,211
1855,8755,4554,4201,1427,2040,30,4485,2814,1671,3665,2295,1370,1532,37
389,1784,944,840,294,170,1,1032,655,377,405,378,27,251,2
695,3355,1779,1576,528,724,0,1773,1119,654,906,851,55,554,20
554,2492,1316,1176,414,651,0,1108,721,387,518,443,75,303,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,3487,1808,1679,614,595,0,1784,1106,678,1411,976,435,253,5
913,4656,2434,2222,953,559,0,2254,1461,793,1864,1247,617,476,18
107,483,242,241,42,0,0,341,186,155,262,134,128,234,0
3807,16774,8750,8024,2742,1980,60,8817,5551,3266,6857,4210,2647,3220,31
688,3120,1608,1512,629,725,1,1185,758,427,1632,860,772,392,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,3030,1623,1407,552,775,1,1327,915,412,1322,765,557,520,10
748,3278,1685,1593,620,727,0,1494,984,510,1298,824,474,700,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,3781,1982,1799,682,1103,0,1877,1126,751,1743,1014,729,365,22
1275,5323,2734,2589,893,764,0,3130,1811,1319,1946,1339,607,387,11
1375,5886,3097,2789,1062,923,0,2869,1740,1129,2514,1475,1039,901,3
502,2226,1141,1085,408,378,0,1022,634,388,822,560,262,239,12
58460,267606,139319,128287,51104,43006,742,120076,76517,43559,98855,66212,32643,38690,1855
58460,267606,139319,128287,51104,43006,742,120076,76517,43559,98855,66212,32643,38690,1855
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1320,689,631,215,0,0,807,486,321,553,397,156,118,0
1164,5510,2871,2639,1084,598,0,2434,1648,786,1883,1360,523,1059,7
473,2223,1178,1045,430,664,0,888,645,243,563,497,66,339,2
152,607,328,279,109,0,0,395,246,149,165,160,5,150,0
420,1973,1024,949,381,71,0,712,480,232,688,472,216,43,1
325,1580,821,759,300,152,0,681,463,218,668,389,279,191,0
191,906,471,435,173,108,0,506,338,168,364,247,117,266,2
353,1473,784,689,219,15,0,885,519,366,501,386,115,318,0
223,1048,541,507,209,715,1,405,268,137,421,255,166,117,1
1501,7084,3637,3447,1452,1076,627,3510,2223,1287,2705,1729,976,614,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,5527,2913,2614,741,246,0,3431,2096,1335,1941,1517,424,533,4
1319,6178,3221,2957,1136,922,0,2832,1897,935,2427,1607,820,891,57
266,1167,622,545,190,34,0,646,418,228,364,272,92,335,0
2291,9758,5092,4666,1826,519,12,4568,2815,1753,3662,2368,1294,1114,13
5720,25831,13484,12347,4536,3592,11,14129,8444,5685,7556,6261,1295,2652,229
341,1987,1058,929,331,399,0,709,486,223,620,471,149,409,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,6293,3269,3024,1287,1242,12,2873,1849,1024,2205,1458,747,1296,20
376,1750,923,827,400,358,4,766,477,289,519,390,129,361,1
387,1778,906,872,334,0,0,963,575,388,566,390,176,342,6
1491,6770,3444,3326,1364,1728,0,2873,1818,1055,2093,1562,531,691,87
169,812,424,388,175,531,0,349,232,117,316,181,135,166,0
311,1409,730,679,251,169,0,710,445,265,412,300,112,207,0
306,1175,616,559,178,346,0,654,387,267,538,309,229,91,3
296,1133,608,525,163,19,0,804,458,346,341,256,85,20,2
139,557,294,263,100,40,3,264,179,85,273,144,129,144,1
428,1583,812,771,235,136,0,967,548,419,468,387,81,109,1
1091,4515,2379,2136,632,322,0,2465,1480,985,1575,1183,392,726,16
183,794,388,406,158,0,0,360,192,168,344,224,120,270,0
97,463,232,231,96,0,0,229,150,79,138,121,17,81,0
611,2590,1318,1272,406,192,0,1392,827,565,710,653,57,393,0
1861,8278,4324,3954,1416,1616,20,4356,2721,1635,2820,2167,653,723,17
1027,4390,2283,2107,866,714,21,1426,966,460,2272,1377,895,1724,2
1312,5558,2879,2679,924,91,0,2727,1693,1034,1964,1461,503,868,92
408,1786,945,841,333,158,0,706,500,206,801,443,358,129,0
2953,12647,6647,6000,2049,1001,0,6706,4133,2573,4944,3489,1455,1262,412
75,346,172,174,96,340,0,87,56,31,163,78,85,0,0
66,323,176,147,102,0,0,94,68,26,138,68,70,1,0
495,2278,1199,1079,461,194,0,989,621,368,1071,553,518,47,1
1698,8210,4311,3899,1692,1287,7,3677,2373,1304,3335,2031,1304,1907,17
666,3156,1661,1495,652,545,0,1095,746,349,1455,819,636,167,1
508,2213,1115,1098,436,671,1,681,422,259,805,522,283,13,0
529,2407,1259,1148,504,641,0,804,512,292,975,572,403,490,2
198,852,435,417,153,37,0,297,213,84,450,231,219,209,0
791,3067,1568,1499,443,71,0,1813,1060,753,1074,773,301,523,84
188,813,437,376,136,95,0,431,280,151,195,186,9,120,2
95,449,235,214,97,153,0,127,68,59,105,91,14,94,0
1263,5275,2706,2569,875,1028,2,2773,1722,1051,2368,1271,1097,1151,136
1531,6920,3630,3290,1330,1769,1,3255,2187,1068,2772,1823,949,899,174
637,2803,1421,1382,526,513,5,925,594,331,995,661,334,361,3
495,2143,1095,1048,354,63,1,1177,704,473,652,523,129,167,3
169,727,374,353,175,677,0,221,137,84,358,179,179,138,3
2315,11794,6218,5576,2315,2059,4,5252,3392,1860,3712,2832,880,1278,26
814,3687,1949,1738,598,449,1,1749,1067,682,1431,912,519,796,6
80,407,200,207,70,304,0,110,65,45,176,92,84,23,6
710,4028,2100,1928,802,498,0,1393,956,437,1296,998,298,199,13
183,855,440,415,168,77,2,138,88,50,206,194,12,10,0
498,2763,1458,1305,638,719,0,681,499,182,1025,669,356,596,1
1011,5442,2835,2607,1175,393,0,1878,1294,584,2598,1479,1119,555,20
1916,9575,5007,4568,2139,3667,2,3203,2171,1032,3302,2211,1091,1422,4
1315,6455,3405,3050,1305,879,1,2002,1414,588,2990,1756,1234,1637,18
909,4600,2421,2179,975,941,0,1762,1175,587,1866,1168,698,351,62
86,385,187,198,71,132,0,117,72,45,132,98,34,0,0
117,545,288,257,75,292,1,260,181,79,216,129,87,188,0
396,1777,910,867,385,393,0,777,522,255,718,404,314,480,0
1444,6859,3515,3344,1741,558,0,2088,1400,688,2539,1510,1029,1887,3
364,1631,834,797,381,777,0,597,413,184,715,374,341,398,0
345,1807,937,870,483,243,0,645,482,163,658,403,255,370,0
370,1616,880,736,333,539,0,589,409,180,684,390,294,102,5
101,420,217,203,56,0,0,142,88,54,250,125,125,115,0
14,80,35,45,19,0,0,6,5,1,40,16,24,14,0
193,881,465,416,137,7,0,298,193,105,423,224,199,119,0
66,290,154,136,35,95,0,154,105,49,179,97,82,8,0
18,79,43,36,15,0,0,28,24,4,46,24,22,25,0
257,1139,586,553,237,43,0,473,341,132,584,291,293,255,0
60,244,128,116,52,106,1,67,41,26,126,62,64,51,0
329,1563,820,743,299,23,0,620,432,188,545,392,153,257,0
1061,5158,2696,2462,1215,2115,0,2105,1431,674,1920,1075,845,805,222
55,286,153,133,42,27,0,120,78,42,125,68,57,28,0
525,2493,1266,1227,508,1096,2,817,544,273,1120,582,538,144,0
1676,7864,3960,3904,1628,438,0,3503,2162,1341,3055,1789,1266,1140,14
254,1137,590,547,187,64,0,371,261,110,423,284,139,62,0
147,677,353,324,142,201,0,345,211,134,316,162,154,257,0
133,634,320,314,147,13,0,212,136,76,148,138,10,79,0
