No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
129,646,331,315,134,8,294,128,69,59,179,168,11,43,0
462,2220,1138,1082,517,48,216,800,500,300,694,544,150,523,1
434,2232,1108,1124,563,0,0,605,346,259,759,519,240,367,1
473,2420,1230,1190,618,38,88,1034,576,458,541,494,47,104,4
170,903,463,440,183,0,0,389,219,170,180,172,8,43,0
137,731,399,332,146,0,0,349,204,145,183,171,12,64,0
648,3446,1773,1673,750,264,0,1277,736,541,859,792,67,466,3
63,299,158,141,80,47,0,140,87,53,92,85,7,30,2
241,1268,686,582,256,16,275,559,327,232,391,358,33,195,0
660,3311,1719,1592,680,14,92,1643,1002,641,1102,854,248,660,22
80,366,201,165,64,0,0,243,150,93,94,79,15,73,0
101,458,234,224,80,0,455,128,75,53,191,146,45,153,0
1597,7996,4155,3841,1815,299,780,2955,1828,1127,2377,1818,559,1638,22
555,2641,1312,1329,627,1,953,793,457,336,881,582,299,375,4
144,723,356,367,154,0,472,325,192,133,226,180,46,70,0
1188,5993,3110,2883,1200,268,103,2713,1567,1146,1529,1341,188,643,7
324,1564,809,755,367,12,68,642,386,256,596,361,235,208,2
207,1052,516,536,244,0,68,319,171,148,351,240,111,75,0
113,528,282,246,75,0,76,327,191,136,159,138,21,61,1
316,1665,841,824,342,0,162,917,488,429,550,385,165,129,67
118,706,370,336,168,0,0,259,184,75,289,163,126,130,0
358,1501,813,688,206,227,45,792,515,277,548,390,158,189,129
11,44,20,24,12,0,38,9,6,3,13,12,1,13,0
738,3602,1916,1686,670,48,245,1318,780,538,1167,947,220,642,3
449,2247,1179,1068,400,0,14,1014,611,403,619,535,84,180,2
115,528,278,250,79,44,90,207,122,85,213,165,48,132,8
260,1274,657,617,295,288,37,526,323,203,462,319,143,190,3
194,974,490,484,186,0,0,470,285,185,290,275,15,135,0
48,233,132,101,28,0,0,108,83,25,83,79,4,16,0
422,1672,925,747,275,0,0,990,647,343,592,522,70,46,11
280,1542,767,775,409,415,50,476,305,171,524,360,164,133,13
364,1586,838,748,284,175,0,798,468,330,469,391,78,114,2
415,2075,1088,987,428,225,0,885,520,365,587,511,76,333,0
90,506,267,239,112,0,0,340,197,143,108,103,5,2,0
34,172,88,84,40,0,0,42,21,21,44,43,1,25,0
156,777,382,395,156,22,0,200,104,96,229,201,28,132,0
52,232,130,102,51,0,0,81,57,24,55,50,5,52,0
287,1450,744,706,292,0,0,512,262,250,615,402,213,285,3
890,4374,2261,2113,795,667,0,1642,966,676,1223,1022,201,637,2
902,4627,2357,2270,992,92,109,1359,838,521,1842,1230,612,506,2
159,838,419,419,167,0,0,442,252,190,178,172,6,155,1
218,1031,547,484,177,0,176,413,254,159,340,279,61,84,0
136,681,341,340,160,0,0,332,178,154,313,184,129,172,0
1834,9292,4799,4493,1612,426,485,3918,2280,1638,3350,2314,1036,1152,11
668,3640,1891,1749,735,32,0,1284,761,523,1595,1000,595,214,8
330,1678,859,819,334,0,0,623,374,249,573,450,123,86,0
330,1578,823,755,352,13,0,576,330,246,416,370,46,280,2
118,537,274,263,111,0,0,165,89,76,179,149,30,163,2
254,1291,675,616,241,0,6,467,270,197,383,360,23,252,0
2500,12110,6207,5903,2557,270,318,4426,2670,1756,4079,3144,935,1635,77
80,443,247,196,95,0,10,199,138,61,119,107,12,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,180,93,87,45,0,0,53,30,23,68,43,25,0,0
328,1722,896,826,350,44,97,675,393,282,396,316,80,81,5
1067,5428,2776,2652,1064,38,0,1633,969,664,1431,1301,130,935,2
539,2697,1460,1237,509,246,0,1239,734,505,789,707,82,254,3
266,1278,633,645,249,253,0,548,299,249,327,293,34,67,3
128,746,398,348,151,0,0,232,144,88,199,170,29,150,0
374,1831,954,877,331,0,6,708,456,252,863,528,335,307,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,368,187,181,65,0,15,59,37,22,106,97,9,69,0
617,3346,1749,1597,711,24,0,1411,795,616,1300,1023,277,652,3
249,1133,598,535,193,0,0,694,410,284,336,277,59,100,0
45091,216589,106895,109694,45152,10747,5892,98528,55700,42828,63367,51869,11498,23354,729
45091,216589,106895,109694,45152,10747,5892,98528,55700,42828,63367,51869,11498,23354,729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,512,282,230,117,34,93,226,136,90,148,134,14,85,0
209,1018,492,526,255,0,1,512,277,235,242,227,15,168,0
282,1313,677,636,287,19,0,727,399,328,356,345,11,173,0
296,1537,773,764,296,0,0,714,436,278,446,417,29,107,3
1095,5403,2760,2643,1093,215,0,2596,1530,1066,1507,1282,225,505,9
226,1126,550,576,229,0,0,584,326,258,271,256,15,145,0
76,429,226,203,83,0,0,156,104,52,148,138,10,2,0
273,1339,638,701,259,25,13,855,444,411,309,296,13,38,0
1324,6189,3054,3135,1279,433,0,3046,1661,1385,1836,1614,222,557,22
1040,5259,2713,2546,961,264,0,2508,1468,1040,1374,1233,141,225,6
274,1358,701,657,259,87,0,401,221,180,386,319,67,269,0
110,567,302,265,120,0,0,306,176,130,148,140,8,31,0
151,687,324,363,173,37,0,287,155,132,138,131,7,96,0
187,968,485,483,203,0,0,510,285,225,219,195,24,0,0
233,1181,602,579,245,231,0,580,300,280,302,282,20,127,0
1517,7857,4005,3852,1660,260,1,3383,2037,1346,2181,2041,140,1067,33
236,1222,604,618,297,62,120,469,263,206,387,346,41,251,1
150,776,380,396,149,51,75,410,232,178,225,202,23,218,0
333,2022,1021,1001,618,0,109,684,365,319,500,453,47,210,1
84,471,243,228,125,15,26,66,44,22,252,137,115,121,0
69,412,199,213,97,19,8,182,106,76,122,106,16,34,0
285,1429,728,701,316,21,144,521,288,233,599,379,220,300,0
415,2040,1002,1038,436,53,117,909,505,404,516,436,80,173,3
1082,4911,2489,2422,943,214,379,2580,1511,1069,1628,1337,291,690,3
1006,4371,2106,2265,906,105,221,1938,1056,882,1734,1106,628,440,2
113,528,272,256,99,0,0,229,145,84,149,140,9,74,0
379,1784,915,869,348,232,19,918,558,360,826,551,275,329,5
686,2957,1454,1503,559,6,0,1582,965,617,1039,719,320,539,12
148,688,315,373,146,0,0,313,169,144,186,172,14,123,0
124,697,362,335,136,19,0,255,151,104,196,185,11,86,8
78,382,198,184,66,9,41,159,104,55,299,159,140,54,68
142,661,332,329,136,197,194,234,138,96,259,168,91,3,0
79,375,186,189,76,8,0,170,107,63,87,81,6,3,0
453,2130,1063,1067,458,111,107,988,602,386,743,569,174,225,0
181,866,394,472,189,0,0,403,214,189,182,166,16,8,0
651,3040,1488,1552,602,39,0,1388,797,591,773,738,35,447,0
750,3702,1773,1929,712,57,0,1568,853,715,941,878,63,324,8
710,3238,1462,1776,713,111,0,1518,741,777,734,679,55,237,11
157,758,391,367,134,77,0,401,237,164,198,171,27,23,0
909,3787,1841,1946,784,341,125,1786,1042,744,1072,916,156,592,28
387,1797,835,962,410,103,0,786,425,361,417,372,45,87,3
774,4271,2216,2055,773,225,85,2682,1472,1210,1223,1143,80,514,96
527,2472,1200,1272,439,123,0,1332,739,593,643,602,41,285,1
525,2567,1267,1300,526,283,53,1309,675,634,751,661,90,254,14
188,944,466,478,191,0,0,560,294,266,207,183,24,115,2
124,678,370,308,128,0,0,159,118,41,193,192,1,116,0
180,861,419,442,165,0,0,446,180,266,227,210,17,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,944,468,476,203,0,0,253,140,113,225,210,15,116,1
546,2462,1234,1228,436,197,14,1314,764,550,739,636,103,187,23
46,205,100,105,44,9,0,123,63,60,44,42,2,21,0
263,1211,615,596,238,76,37,507,302,205,333,320,13,9,4
124,528,277,251,83,189,0,277,190,87,164,153,11,5,0
343,1704,870,834,367,0,0,517,306,211,421,406,15,168,0
423,2016,950,1066,455,329,0,876,498,378,412,391,21,82,1
418,2075,1024,1051,433,67,0,1033,593,440,696,505,191,144,4
308,1721,882,839,355,0,18,869,483,386,438,411,27,150,1
475,2437,1182,1255,428,49,0,1189,704,485,518,496,22,46,0
861,4041,1924,2117,659,15,34,1959,1087,872,848,748,100,276,8
1326,6303,2930,3373,1385,151,192,2714,1429,1285,1537,1325,212,775,7
173,799,379,420,149,36,130,398,206,192,237,194,43,155,0
1462,7209,3591,3618,1449,718,1,3378,1973,1405,2327,1784,543,888,158
266,1196,569,627,280,150,102,551,283,268,301,258,43,120,0
297,1386,611,775,326,1,0,535,289,246,273,245,28,80,15
1548,7198,3515,3683,1593,242,476,2946,1680,1266,2172,1672,500,543,7
216,995,482,513,182,166,45,511,278,233,337,238,99,57,4
689,3262,1573,1689,696,117,98,1445,805,640,1076,770,306,158,11
712,3260,1610,1650,735,155,0,1221,695,526,1058,708,350,295,9
2073,10122,5184,4938,2167,662,643,4980,2981,1999,3239,2517,722,1258,31
29,131,72,59,25,0,0,40,28,12,43,43,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,8056,4003,4053,1709,197,282,3253,1898,1355,2607,1930,677,1128,24
105,557,269,288,112,23,1,181,108,73,193,151,42,69,6
389,2046,1040,1006,447,107,0,691,415,276,554,522,32,392,2
79,411,199,212,97,0,131,188,97,91,124,94,30,9,0
1186,5855,3013,2842,1181,440,420,2816,1624,1192,1866,1545,321,1000,32
728,3468,1677,1791,756,108,0,1310,701,609,1037,765,272,328,1
149,690,327,363,159,18,103,176,96,80,144,143,1,116,0
370,1707,886,821,397,64,133,653,407,246,476,445,31,225,0
182,910,469,441,162,0,0,369,229,140,246,235,11,150,2
269,1364,708,656,363,139,43,530,317,213,346,297,49,220,1
525,2425,1179,1246,547,255,40,1115,595,520,653,540,113,241,2
301,1347,630,717,339,87,13,543,289,254,313,264,49,103,0
273,1214,641,573,217,7,65,503,276,227,419,334,85,225,0
79,381,176,205,95,0,58,89,48,41,133,84,49,50,0
957,4555,2106,2449,1004,331,17,1926,1031,895,1193,986,207,418,17
2,7,4,3,0,0,7,4,3,1,4,2,2,3,0
855,3988,1999,1989,944,364,1,1811,1046,765,1118,977,141,488,8
94,449,229,220,82,10,0,293,168,125,155,139,16,3,0
263,1183,564,619,228,0,222,591,353,238,387,301,86,183,0
69,375,199,176,63,0,0,228,130,98,110,108,2,0,0
141,688,327,361,141,17,0,289,156,133,381,174,207,22,0
645,3066,1476,1590,657,312,1,1186,679,507,841,663,178,276,2
279,1266,615,651,306,29,0,522,292,230,679,354,325,72,0
629,2896,1360,1536,620,18,0,1443,755,688,624,511,113,220,3
294,1490,662,828,338,35,86,517,266,251,360,302,58,179,2
162,686,304,382,165,13,0,344,184,160,219,131,88,39,0
106,500,271,229,101,64,13,269,158,111,133,107,26,11,0
211,926,484,442,180,108,241,405,243,162,320,255,65,237,0
541,2536,1190,1346,541,57,35,1239,659,580,807,560,247,227,2
54,272,144,128,48,0,148,84,45,39,116,75,41,81,0
448,2157,999,1158,431,180,0,1045,533,512,550,487,63,144,0
238,1216,612,604,231,228,55,622,333,289,422,333,89,188,0
353,1694,847,847,312,60,2,725,410,315,764,487,277,190,1
304,1423,669,754,295,61,54,596,328,268,316,289,27,79,0
57037,292124,151357,140767,59684,24922,2549,137999,81798,56201,85446,73226,12220,43231,805
57037,292124,151357,140767,59684,24922,2549,137999,81798,56201,85446,73226,12220,43231,805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,683,364,319,138,78,0,314,187,127,202,190,12,78,0
16,82,39,43,17,0,0,38,21,17,20,20,0,13,0
154,795,419,376,146,60,0,364,214,150,197,185,12,0,0
502,2540,1310,1230,516,162,0,1256,722,534,740,643,97,391,2
174,802,436,366,103,20,0,552,326,226,222,217,5,159,0
610,3083,1580,1503,799,151,65,1517,902,615,1157,845,312,580,13
318,1696,851,845,391,97,0,940,488,452,515,427,88,97,0
44,220,119,101,33,0,0,126,83,43,49,47,2,13,0
120,631,322,309,126,0,0,292,176,116,176,171,5,87,1
613,3254,1646,1608,757,22,224,1446,879,567,946,748,198,613,2
76,392,218,174,62,0,0,244,155,89,116,114,2,0,0
207,1187,615,572,228,0,0,606,349,257,316,301,15,223,0
427,2115,1109,1006,406,24,0,946,544,402,521,493,28,363,0
246,1148,593,555,270,132,0,490,327,163,302,147,155,4,1
11,67,27,40,16,7,0,14,7,7,14,14,0,10,1
434,2397,1233,1164,459,380,35,1397,780,617,852,657,195,370,3
50,241,125,116,32,0,0,128,83,45,84,78,6,65,0
476,2554,1343,1211,561,246,5,993,560,433,695,635,60,373,3
440,2279,1200,1079,512,45,424,1021,620,401,750,608,142,177,22
370,1867,1024,843,362,0,0,967,637,330,480,462,18,118,8
91,494,260,234,86,28,1,234,150,84,117,115,2,3,0
227,1220,656,564,242,0,0,631,397,234,330,324,6,153,1
109,660,347,313,131,12,0,313,186,127,160,158,2,48,0
140,656,325,331,131,66,0,337,206,131,232,181,51,142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1468,626,842,271,181,0,600,315,285,544,313,231,206,14
490,2556,1382,1174,517,240,0,1277,739,538,780,559,221,271,3
94,514,258,256,133,0,0,113,76,37,132,128,4,33,0
562,2972,1534,1438,626,64,0,1611,947,664,941,766,175,252,3
640,3304,1695,1609,802,117,0,1589,921,668,1147,889,258,566,5
264,1459,720,739,329,75,274,447,252,195,693,392,301,320,42
393,2041,1049,992,374,8,0,935,563,372,680,547,133,314,15
96,587,316,271,108,56,0,389,229,160,174,162,12,62,0
344,1753,889,864,354,26,0,940,568,372,502,449,53,60,1
714,3615,1896,1719,645,206,12,1827,1090,737,988,919,69,485,61
37,198,106,92,60,0,0,131,71,60,65,46,19,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2444,1265,1179,647,60,0,1029,560,469,556,521,35,240,1
49,254,133,121,46,1,0,139,80,59,82,74,8,44,0
1,7,5,2,1,0,0,5,5,0,1,1,0,0,0
226,1079,550,529,234,56,0,507,285,222,313,264,49,96,13
413,2051,1039,1012,417,64,0,799,485,314,617,553,64,394,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1874,968,906,372,306,26,959,553,406,622,469,153,223,16
237,1258,626,632,243,76,0,873,473,400,342,332,10,271,0
209,1098,574,524,176,43,0,579,349,230,304,290,14,193,0
284,1438,734,704,285,57,0,593,382,211,356,339,17,133,0
585,2630,1371,1259,495,371,1,1132,682,450,790,704,86,222,67
477,2520,1317,1203,456,120,0,1278,823,455,722,683,39,341,8
444,2326,1231,1095,425,101,0,1318,806,512,639,616,23,296,3
1375,7090,3653,3437,1340,806,5,4056,2266,1790,1935,1805,130,855,35
276,1248,650,598,221,192,1,845,480,365,325,313,12,100,0
327,1567,824,743,277,446,0,863,511,352,452,426,26,272,0
506,2842,1461,1381,563,92,0,1638,948,690,690,673,17,315,1
174,1010,540,470,188,0,112,537,311,226,314,267,47,235,0
98,503,254,249,97,66,0,206,121,85,149,140,9,68,0
404,2132,1087,1045,355,169,2,1249,755,494,581,541,40,260,5
1535,7665,4052,3613,1505,631,1,3644,2203,1441,1982,1892,90,1221,3
488,2473,1301,1172,481,263,0,1438,869,569,658,586,72,352,0
198,1023,543,480,186,98,0,431,288,143,299,289,10,162,0
121,567,300,267,105,84,0,227,131,96,292,159,133,254,0
709,3675,1938,1737,777,254,0,1675,1022,653,1094,992,102,158,2
166,762,413,349,95,91,0,463,308,155,325,204,121,155,2
163,703,374,329,152,74,1,223,158,65,186,179,7,124,2
415,2215,1140,1075,402,0,0,991,587,404,573,561,12,467,1
463,2536,1312,1224,547,51,0,1200,678,522,596,567,29,398,6
116,765,383,382,206,6,0,430,244,186,200,191,9,85,0
87,405,202,203,76,0,317,208,116,92,194,96,98,0,0
783,3874,2055,1819,828,390,46,1650,1049,601,1234,1087,147,754,6
100,391,199,192,88,0,0,144,99,45,116,103,13,71,0
484,2576,1315,1261,515,496,0,1017,606,411,647,623,24,280,0
75,422,214,208,65,0,0,151,90,61,131,129,2,130,0
381,1844,950,894,417,376,0,806,512,294,497,414,83,271,1
828,3864,2009,1855,848,817,0,1965,1190,775,1097,969,128,353,3
321,1409,725,684,298,3,0,630,428,202,388,376,12,195,2
772,3761,1946,1815,760,225,0,1669,1114,555,1423,989,434,526,22
203,1000,539,461,229,0,0,557,326,231,282,246,36,153,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1077,588,489,242,75,0,436,273,163,299,286,13,173,3
111,547,316,231,86,68,0,336,186,150,172,169,3,35,2
396,2027,1047,980,431,138,0,978,597,381,503,478,25,303,2
168,802,415,387,158,0,0,407,252,155,258,245,13,175,1
176,777,395,382,201,629,0,245,144,101,351,204,147,337,0
207,1123,582,541,236,16,0,651,360,291,294,276,18,85,7
377,2028,1054,974,440,123,0,769,450,319,581,481,100,307,4
241,1323,705,618,255,0,0,572,371,201,434,320,114,147,4
696,3487,1775,1712,705,79,0,1676,997,679,915,834,81,467,0
74,359,170,189,80,0,0,113,75,38,68,63,5,1,0
341,1868,962,906,407,1,40,990,626,364,471,458,13,110,2
71,417,228,189,96,33,0,133,75,58,128,122,6,68,1
546,3007,1531,1476,614,221,0,1316,788,528,785,721,64,485,2
277,1529,799,730,301,0,0,1068,589,479,349,332,17,234,1
753,3710,1919,1791,732,514,0,1750,1003,747,980,928,52,566,2
86,474,249,225,96,0,0,266,148,118,124,118,6,0,0
374,1952,1020,932,392,33,0,878,540,338,525,502,23,352,0
1997,10271,5334,4937,1949,187,1,4783,2766,2017,2550,2416,134,1532,15
419,2190,1151,1039,456,77,2,934,556,378,586,564,22,409,5
813,4211,2238,1973,811,171,0,2248,1369,879,1200,1161,39,705,40
350,1655,854,801,324,34,181,627,395,232,555,485,70,370,2
290,1435,771,664,303,0,201,530,334,196,552,463,89,413,1
164,789,410,379,142,0,96,351,202,149,252,222,30,221,0
450,2402,1246,1156,520,93,0,1256,735,521,630,584,46,400,0
944,4990,2604,2386,960,1116,66,1991,1247,744,1479,1301,178,917,1
700,3396,1768,1628,634,155,0,1488,963,525,870,850,20,292,2
445,2340,1218,1122,491,198,0,1208,700,508,658,602,56,327,20
316,1682,881,801,336,0,0,758,463,295,446,442,4,226,0
585,3005,1560,1445,572,202,0,1519,882,637,838,748,90,349,72
370,1822,942,880,274,144,0,1201,663,538,565,518,47,523,0
717,3546,1829,1717,692,152,1,1380,808,572,990,896,94,354,4
238,1251,668,583,268,74,0,640,395,245,347,335,12,183,0
1698,8087,4227,3860,1576,394,41,4324,2523,1801,2206,1991,215,1233,16
238,1204,617,587,243,76,0,490,291,199,368,303,65,200,3
145,760,378,382,144,17,7,82,40,42,150,140,10,88,3
247,1202,629,573,220,31,0,710,426,284,312,301,11,187,0
133,716,375,341,124,0,0,316,191,125,176,166,10,166,1
1443,6888,3568,3320,1325,1092,0,3065,1792,1273,2326,1792,534,971,5
460,2572,1343,1229,526,27,0,1274,708,566,644,616,28,515,0
1298,6415,3288,3127,1294,732,0,3584,1971,1613,1624,1531,93,1028,18
1072,5623,2909,2714,1090,220,28,2922,1730,1192,1578,1383,195,912,5
240,1254,628,626,297,578,0,620,349,271,665,344,321,232,0
146,807,413,394,168,0,0,379,226,153,195,184,11,147,0
764,4215,2106,2109,954,259,152,1650,908,742,1012,931,81,876,1
321,1625,826,799,300,189,121,920,556,364,460,374,86,253,7
438,2266,1191,1075,430,331,0,952,559,393,720,479,241,345,10
360,1872,947,925,465,164,0,869,520,349,597,440,157,284,0
401,1985,990,995,487,505,0,699,398,301,665,489,176,339,1
696,3884,2012,1872,837,137,0,1574,959,615,1001,954,47,136,4
105,594,305,289,135,0,0,231,124,107,158,147,11,77,3
148,853,442,411,175,0,0,323,196,127,184,169,15,67,0
122,609,333,276,114,0,0,355,222,133,189,161,28,96,2
184,1064,566,498,204,125,0,462,250,212,295,270,25,169,2
519,2406,1247,1159,546,983,2,877,538,339,690,596,94,436,7
1277,6361,3321,3040,1189,211,21,3101,1777,1324,2145,1697,448,1230,21
648,3794,1880,1914,898,258,0,1452,820,632,1116,874,242,540,3
583,2618,1317,1301,623,788,0,815,542,273,1105,676,429,566,52
167,858,453,405,168,110,0,382,232,150,258,231,27,176,0
56,249,127,122,65,47,0,127,74,53,100,61,39,58,0
938,4716,2436,2280,1082,707,0,1931,1168,763,1945,1173,772,741,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2985,1567,1418,569,267,0,1631,981,650,827,774,53,536,2
403,2023,1050,973,437,558,0,643,404,239,677,514,163,398,0
326,1613,847,766,362,696,0,668,395,273,466,392,74,206,0
432,2149,1150,999,540,997,0,687,427,260,927,566,361,596,19
87,550,280,270,135,0,0,189,105,84,132,116,16,72,0
254,1474,742,732,328,0,37,558,319,239,466,367,99,227,12
270,1440,758,682,277,353,0,739,466,273,452,378,74,291,6
135,665,330,335,137,149,0,222,147,75,201,173,28,113,0
591,3405,1706,1699,855,0,0,1529,849,680,816,736,80,337,1
26558,135352,69551,65801,30178,8439,3849,56561,32946,23615,38596,32350,6246,20237,360
26558,135352,69551,65801,30178,8439,3849,56561,32946,23615,38596,32350,6246,20237,360
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,6139,3081,3058,1309,157,55,2573,1479,1094,1686,1487,199,1038,12
812,4517,2325,2192,1071,397,35,2115,1227,888,1078,960,118,733,7
121,593,309,284,134,84,158,183,118,65,170,159,11,83,0
656,3109,1540,1569,629,28,219,1373,750,623,1008,847,161,421,3
177,905,503,402,200,116,93,312,211,101,241,213,28,205,0
319,1515,761,754,306,2,201,778,417,361,464,385,79,266,2
816,4265,2203,2062,1044,186,92,1740,1009,731,1199,947,252,596,8
154,833,448,385,201,235,2,399,230,169,250,197,53,189,0
894,4677,2381,2296,1185,239,6,1770,994,776,1149,1011,138,658,3
117,516,254,262,116,0,134,133,66,67,220,116,104,214,0
1239,6643,3439,3204,1654,49,1,2252,1355,897,1827,1428,399,913,35
168,827,436,391,142,5,0,461,276,185,264,202,62,88,0
241,1238,658,580,241,41,177,627,390,237,350,294,56,199,4
998,5025,2566,2459,1140,17,0,2219,1403,816,1365,1182,183,709,11
2058,10064,5171,4893,2158,344,53,4202,2484,1718,2520,2305,215,1526,47
9,35,19,16,3,0,35,29,15,14,14,10,4,4,0
18,73,46,27,15,0,73,36,29,7,23,18,5,10,0
159,713,368,345,159,2,104,362,216,146,193,168,25,11,0
245,982,514,468,153,256,174,474,277,197,483,278,205,15,16
273,1518,773,745,338,185,1,408,241,167,557,381,176,102,19
1013,5814,2926,2888,1434,145,37,2373,1338,1035,1268,1186,82,725,0
354,1915,974,941,465,47,0,844,470,374,601,412,189,388,1
109,512,257,255,126,227,188,174,107,67,245,129,116,0,0
122,520,270,250,129,0,58,277,161,116,150,144,6,103,1
602,2798,1420,1378,544,381,130,1387,769,618,944,724,220,515,1
135,736,380,356,175,116,101,347,204,143,214,186,28,116,8
40,207,109,98,54,0,18,102,56,46,72,52,20,30,0
1371,7262,3735,3527,1460,313,409,3433,1961,1472,2263,1902,361,720,61
215,1096,565,531,245,136,64,388,179,209,406,282,124,228,0
191,1134,600,534,264,236,0,485,273,212,306,260,46,191,1
328,1706,898,808,358,83,2,1066,601,465,541,445,96,191,1
28,142,78,64,28,31,0,101,58,43,53,33,20,40,0
532,2940,1499,1441,695,130,175,1337,788,549,809,665,144,396,6
223,1222,631,591,307,0,0,499,322,177,248,238,10,91,0
65,363,193,170,110,0,0,171,97,74,76,74,2,9,0
31,163,81,82,33,0,0,66,41,25,47,41,6,35,0
107,557,295,262,106,0,0,214,139,75,165,158,7,107,0
78,448,229,219,98,0,0,115,66,49,126,108,18,121,0
900,4455,2311,2144,967,75,0,2008,1155,853,1492,1125,367,374,49
380,1806,994,812,328,521,48,831,542,289,813,513,300,538,14
230,1273,677,596,245,243,0,604,352,252,364,328,36,57,2
9,44,22,22,11,0,0,31,17,14,8,8,0,0,0
17,92,49,43,13,0,0,35,22,13,24,21,3,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2867,1519,1348,634,86,132,997,575,422,820,724,96,544,2
122,571,278,293,115,0,0,165,79,86,210,140,70,125,0
7,29,15,14,7,0,0,11,7,4,8,7,1,8,0
65,363,192,171,114,0,0,172,97,75,75,73,2,9,0
213,1221,603,618,327,33,0,621,322,299,292,278,14,207,0
90,488,254,234,114,0,0,242,130,112,141,125,16,109,0
497,2437,1244,1193,557,488,11,1093,652,441,746,620,126,310,9
514,2573,1286,1287,653,65,130,1185,625,560,709,610,99,205,0
120,660,331,329,207,0,0,139,68,71,114,108,6,78,0
859,4532,2312,2220,1054,608,102,1855,1021,834,1211,1060,151,710,6
70,395,212,183,124,0,0,170,99,71,86,81,5,9,0
136,813,399,414,248,0,0,251,126,125,149,141,8,102,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1162,571,591,323,94,142,412,214,198,314,273,41,261,0
441,2466,1211,1255,691,28,0,618,326,292,552,535,17,407,0
645,3074,1530,1544,752,479,0,1205,695,510,904,748,156,521,0
385,2009,1059,950,423,432,248,873,515,358,735,528,207,344,0
140,575,304,271,134,21,0,170,104,66,151,147,4,110,2
245,991,531,460,177,9,0,486,318,168,392,270,122,227,1
130,757,393,364,162,0,0,300,203,97,185,181,4,109,0
423,2015,1057,958,359,427,238,946,571,375,651,524,127,436,2
338,1721,899,822,331,55,1,850,516,334,479,431,48,265,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,3999,2080,1919,707,92,0,1357,829,528,1122,1069,53,879,2
34,176,87,89,42,61,0,22,9,13,38,37,1,34,0
1201,5722,3018,2704,1096,320,2,2306,1454,852,1572,1431,141,898,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2344,1178,1166,434,114,0,781,486,295,644,587,57,351,2
